pid,title,summary,dates,repository,collection
"umd:165509
","Proposals for mail routes for Frederick L. Wisotzkey, 1872, 1880-1881","Three proposals for the mail route of Frederick L. Wisotzkey of Gettysburg, Pennsylvania, dated February 1, 1872 and January 6, 1881, and a letter from the Post Office Department acknowledging receipt of Wisotzkey's application and appointment, dated August 1880.",1801-1900;1872-02-1;1880-08;1881-01-6,Historical Manuscripts,Preston Family Papers
"umd:165521
","Statement -- Royston Betts' account of assault on William P. Preston, 1859","Statement of Royston Betts' account of the assault on William P. Preston, dated November 4, 1859.",1801-1900;1859-11-4,Historical Manuscripts,Preston Family Papers
"umd:165526
","Carolan et al vs Baltimore and Ohio Railroad, 1871-1873 and undated","Documents relating to the case of Carolan v. Baltimore and Ohio Railroad, in which William P. Preston represented the Carolan family. Includes newspaper clipping about James Carolan's death dated October 10, 1871, coroner's report dated October 9, 1871, copy of defendant's plea dated January 1873, a letter from the Railroad Company's legal department dated March 17, 1876, and various undated notes by Preston. [Name variously spelled as ""Carolan,"" ""Carlin,"" ""Carroll,"" etc. in documents.]",1801-1900;1871-1873,Historical Manuscripts,Preston Family Papers
"umd:165570
","William H. Carr -- deposition, 1842","Deposition of William H. Carr, dated November 24, 1842. ""Sworn and subscribed"" by Nathaniel Cox, Justice of the Peace of the State of Maryland.",1801-1900;1842-11-24,Historical Manuscripts,Preston Family Papers
"umd:165572
","Catherine Kenny -- deposition, 1856","Deposition of Catherine Kenny, taken under oath on April 2, 1856 in Philadelphia, Pennsylvania.",1801-1900;1856-04-2,Historical Manuscripts,Preston Family Papers
"umd:165581
","Documents relating to case against B. & O. Railroad for death of Lizette Klegle by train, 1873","Documents relating to the case of Lizette Klegle's death by a train. Includes an authorization for William P. Preston to sue Baltimore and Ohio Railroad Company dated May 15, 1873 and two undated notes.",1801-1900;1873-05-15,Historical Manuscripts,Preston Family Papers
"umd:165586
","Isaac Knight, patent documents, 1847-1848","Documents relating to Isaac Knight's patent, including an agreement between Knight and John B. Coryell dated May 8, 1847 and two letters from Coryell dated May 13, 1847 and March 13, 1848.",1801-1900;1847-1848,Historical Manuscripts,Preston Family Papers
"umd:165603
","Louis McCann vs Mary E. McCann, divorce bill, 1861","Bill for divorce of Louis McCann and Mary E. McCann dated 1861. From William P. Preston to William George Krebs, Judge of the Circuit Court for Baltimore, Maryland.",1801-1900;1861,Historical Manuscripts,Preston Family Papers
"umd:165607
","Appeal documents relating to McColgan v. Reddy, 1864","Two appeal documents, one written by James Reddy, in the case of McColgan v. Reddy, 1864.",1801-1900;1864,Historical Manuscripts,Preston Family Papers
"umd:165614
","State of Maryland vs Peter Corrie, 1858-1859","Case notes for trial of State of Maryland vs Peter Corrie 1858-1859; two copies of a letter from William P. Preston to T. Holliday Hicks, Governor of Maryland, with petition for commutation of death sentence, March 14, 1859; letter to Preston from Royston Betts, January 15, 1859; letter to Preston from Pearley January 13, 1859; letter from Catharine Corrie to William C. Corrie, December 20, 1858.",1801-1900;1858-1859,Historical Manuscripts,Preston Family papers
"umd:165712
","State of Maryland vs Thomas Hibbitts, 1869","Copy of docket entries from the case of State of Maryland v. Thomas Hibbitts, dated September 17, 1869 by William F. M. Kerven, clerk of the Criminal Court of Baltimore.",1801-1900;1869-09-17,Historical Manuscripts,Preston Family papers
"umd:165817
","State of Maryland vs Frederick Konig, 1841","Copy of the indictment of Frederick Konig in the case of State of Maryland vs Frederick Konig. Filed by George R. Richardson, Deputy of the Attorney General of the State of Maryland for the City of Baltimore, on October 5, 1841. Copy created by William W. Metcalfe, clerk of the Baltimore City Court, on November 2, 1841.",1801-1900;1841-11-2,Historical Manuscripts,Preston Family papers
"umd:165822
","Documents relating to State of Maryland v. N. E. Leaman, 1845-1846","Letter from Mrs. Leaman to her husband dated December 23, 1845; letter from N. E. Leaman dated January 7, 1846; case document dated December 29, 1845.",1801-1900;1845-12-23-1846-01-7,Historical Manuscripts,Preston Family papers
"umd:166152
","To Mark McNeal from Sister Blanche [Saint Joseph's Academy], 1912 or 1913","One letter to Mark McNeal from Sister Blanche [Saint Joseph's Academy], 1912 or 1913.",1901-2000;1912-1913,Historical Manuscripts,Preston Family papers
"umd:166158
","To May Preston McNeal from Johns Hopkins, June 24, 1867","One letter to May Preston McNeal from Johns Hopkins, June 24, 1867.",1801-1900;1867-06-24,Historical Manuscripts,Preston Family papers
"umd:166175
","To May Preston McNeal from Joshua Vansant McNeal, 1868-1870, 1874, and undated","Seven letters to May Preston McNeal from Joshua Vansant McNeal, 1868-1870, 1874, and undated. Letter one dates to January 21, 1868; letter two dates to July 9, 1868; letter three dates to July 12, 1868; letter four dates to March 26, 1869; letter five dates to February 14, 1870; letter six dates to May 19, 1874; and letter seven is undated.",1801-1900;1868-1874,Historical Manuscripts,Preston Family papers
"umd:166207
","To May Preston McNeal from Mark McNeal, circa 1810-1820","One postcard to May Preston McNeal from Mark McNeal, circa 1810-1820. Features an illustration of Jesus; caption reads: ""The Messenger of the Sacred Heart."" Postmark date: June 16, 18--?",1801-1900;1810-1820,Historical Manuscripts,Preston Family papers
"umd:166322
","To Madge Preston from May Preston McNeal, 1876, 1878, 1882-1883","Twenty three letters that Madge Preston wrote to May Preston McNeal between 1876, 1878, 1882-1883.",1801-1900;1876-1883,Historical Manuscripts,Preston Family Papers
"umd:166485
","To May Preston McNeal from Madge Preston, May-October, 1884",Fifteen letters that Madge Preston wrote to May Preston McNeal between May 14th and October 19th of 1884.,1801-1900;1884-05-14-1884-10-19,Historical Manuscripts,Preston Family Papers
"umd:166863
","To Madge Preston from May Preston McNeal, circa 1884-1885",Fifteen letters May Preston McNeal wrote to Madge Preston from 1884-1885.,1801-1900;1884-1885,Historical Manuscripts,Preston Family Papers
"umd:167050
","To Madge Preston from May Preston McNeal, circa 1888-1889",Seventeen letters written to Madge Preston from May Preston McNeal from 1888-1889.,1801-1900;1888-1889,Historical Manuscripts,Preston Family Papers
"umd:167170
","To May Preston McNeal from Madge Preston, 1885","Twenty four letters that Madge Preston wrote to May Preston McNeal between April 26, 1885 and December 13, 1885. Also includes one undated letter.",1801-1900;1885-04-26-1885-12-13,Historical Manuscripts,Preston Family Papers
"umd:167252
","Indenture -- Catherine Green, administrator of Joseph Green, and John McKay, 1800","Indenture between Catherine Green, Administrator of Joseph Green of Baltimore, and John McKay, November 26, 1800. Signed in the presence of Owen Dorsey and William Weatherly.",1801-1900;1800-11-26,Historical Manuscripts,Preston Family Papers
"umd:167259
","State of Maryland vs Elijah Peacock, 1841","Copy of court document in the case of State of Maryland vs Elijah Peacock, May 20, 1841, from George R. Richardson, Deputy of the Attorney General of the State of Maryland for the city of Baltimore.",1801-1900;1841-05-20,Historical Manuscripts,Preston Family Papers
"umd:167262
","State of Maryland versus John Price, 1849","Copy of records of the case of State of Maryland vs John Price, 1849, suggestion for diminution, 1849, letter of recommendation on behalf of John Price from William P. Preston to T.W. Ligon, Governor of Maryland, dated March 28, 1854.",1801-1900;1849-1854-03-28,Historical Manuscripts,Preston Family Papers
"umd:167419
","State of Maryland versus William Thetford, 1858-1860","Documents relating to the case of State of Maryland vs William Thetford. Includes William Thetford's statement; letter from J. Thomas of Baltimore dated August 12, 1858; four letters from Charlotte Thetford of Brooklyn, NY dated August 13, 14, 24 and October 15, 1858; six letters from William Thetford from Baltimore jail dated August 28, October 11, 26, November 10, 22, 1858 and January 8, 1859; undated letter from Charlotte Thetford to Thomas H. Hicks, governor of Maryland; sworn statements by Joseph Eastmead, William Slouch, and Robert Davis of Brooklyn, NY dated November 5, 1858 and December 17, 1858 and signed by Henry T. Taber, Commissioner of Deeds; case notes dated March 8, 9, 14, 1858 and August 18, 1860.",1801-1900;1858-03-8-1860-08-18,Historical Manuscripts,Preston Family Papers
"umd:180572
","To May Preston McNeal from Madge Preston, 1886-1887","Thirteen letters to May Preston McNeal from her mother Madge Preston, dated from March 10, 1886 to June 12, 1887.",1801-1900;1886-03-10-1887-06-12,Historical Manuscripts,Preston Family papers
"umd:183408
","Bills of sale, John R. Carvill and Hezekiah L. Bateman to Alexander L. Fulford and Jacob F. Miller, for the schooners ""Artificial"" and ""Ceres"" of Baltimore, 1844","Four bills of sale from John R. Carvill and Hezekiah L. Bateman to Alexander L. Fulford and Jacob F. Miller. Two bills of sale are for the schooner ""Artificial"" of Baltimore, MD and are dated July 1 and July 2, 1844. Two bills of sale are for the schooner ""Ceres"" of Baltimore, MD and are dated July 1 and July 2, 1844.",1801-1900;1844-07-1-1844-07-2,Historical Manuscripts,Preston Family papers
"umd:183419
","State of Maryland versus Bartly Tully and Patrick Kane, 1869","Undated case notes and photocopy of April 4, 1871 article from the Baltimore Gazette reporting the first day of the trial of Bartly Tully and Patrick Kane for the murder of William Lehr on December 24th, 1869.",1801-1900;1869-1871,Historical Manuscripts,Preston Family Papers
"umd:183434
","John Swartz and Casper Eichelman, 1874","Undated notes relating to the murder of Casper Eichelman by John Swartz on December 15, 1872. Letter from William P. Preston to James B. Groome, Governor of Maryland, on behalf of the parents of Casper Eichelman arguing against Swartz's release from prison, dated May 12, 1874.",1801-1900;1874-05-12,Historical Manuscripts,Preston Family Papers
